REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2019,45,X,4.73487,X,X,X,X,X,X,1501,116,31701
States,Texas,2019,46,X,4.78979,X,X,X,X,X,X,1456,111,30398
States,Texas,2019,47,X,6.49962,X,X,X,X,X,X,2114,114,32525
States,Texas,2019,48,X,7.33775,X,X,X,X,X,X,1783,117,24299
States,Texas,2019,49,X,6.09199,X,X,X,X,X,X,1894,110,31090
States,Texas,2019,50,X,8.66833,X,X,X,X,X,X,2124,98,24503
States,Texas,2019,51,X,11.7639,X,X,X,X,X,X,2605,93,22144
States,Texas,2019,52,X,15.3841,X,X,X,X,X,X,2343,90,15230
States,Texas,2020,1,X,11.1836,X,X,X,X,X,X,2933,114,26226
States,Texas,2020,2,X,10.007,X,X,X,X,X,X,3008,116,30059
States,Texas,2020,3,X,10.6001,X,X,X,X,X,X,3100,114,29245
States,Texas,2020,4,X,10.7496,X,X,X,X,X,X,3429,113,31899
States,Texas,2020,5,X,11.1758,X,X,X,X,X,X,3799,116,33993
States,Texas,2020,6,X,10.7808,X,X,X,X,X,X,3090,117,28662
States,Texas,2020,7,X,9.62965,X,X,X,X,X,X,3076,114,31943
States,Texas,2020,8,X,8.96708,X,X,X,X,X,X,2890,115,32229
States,Texas,2020,9,X,7.76631,X,X,X,X,X,X,2454,111,31598
States,Texas,2020,10,X,8.06613,X,X,X,X,X,X,2415,106,29940
States,Texas,2020,11,X,6.9676,X,X,X,X,X,X,1789,108,25676
States,Texas,2020,12,X,8.17144,X,X,X,X,X,X,1918,101,23472
States,Texas,2020,13,X,4.72139,X,X,X,X,X,X,727,101,15398
States,Texas,2020,14,X,3.38493,X,X,X,X,X,X,398,93,11758
States,Texas,2020,15,X,2.90753,X,X,X,X,X,X,338,100,11625
States,Texas,2020,16,X,2.08505,X,X,X,X,X,X,228,95,10935
States,Texas,2020,17,X,2.0202,X,X,X,X,X,X,216,93,10692
States,Texas,2020,18,X,1.50659,X,X,X,X,X,X,128,78,8496
States,Texas,2020,19,X,1.28713,X,X,X,X,X,X,156,91,12120
States,Texas,2020,20,X,1.15489,X,X,X,X,X,X,153,92,13248
States,Texas,2020,21,X,1.1646,X,X,X,X,X,X,150,86,12880
States,Texas,2020,22,X,1.05852,X,X,X,X,X,X,123,78,11620
States,Texas,2020,23,X,0.925773,X,X,X,X,X,X,56,62,6049
